1156.09 1266.59 0.0537 895.781
1156.09 1265.14 0.0565 895.781
1156.09 1254.65 0.1282 813.094
1156.09 1253.97 0.1263 813.094
1156.09 1253.14 0.1276 813.094
1156.09 1252.61 0.0314 1025.94
1156.09 1252.06 0.0344 1025.94
1156.09 1251.97 0.1302 813.094
1156.09 1251.35 0.0357 1025.94
1156.09 1251.12 0.0345 1025.94
1156.09 1231.1 0.142 895.781
1156.09 1229.45 0.1531 895.781
1156.09 1187.97 0.0118 904.739
1156.09 1186.77 0.0129 904.739
1156.09 1185.23 0.1038 771.75
1156.09 1183.32 0.106 796.25
1156.09 1174.32 0.024 904.739
1156.09 1171.93 0.0446 904.739
1156.09 1171.47 0.023 904.739
1156.09 1170.28 0 1057.02
1156.09 1170.19 0.0396 904.739
1156.09 1170.16 0 1057.02
1156.09 1168.04 0.2761 668.391
1156.09 1164.89 0.0239 904.739
1156.09 1162.78 0.0193 904.739
1156.09 1161.96 0.0228 904.739
1156.09 1161.6 0.0335 904.739
1156.09 1161.41 0.035 904.739
1156.09 1161.29 0.0371 904.739
1156.09 1161.06 0.0246 904.739
1156.09 1160.68 0.0346 904.739
1156.09 1159.33 0.0369 904.739
1156.09 1158.84 0.2931 668.391
1156.09 1158.74 0.0357 904.739
1057.02 1158.5 0.0381 904.739
1057.02 1158.26 0.0378 904.739
1057.02 1158.01 0.0377 904.739
1057.02 1157.68 0.0387 904.739
1057.02 1157.45 0.0386 904.739
1057.02 1157.43 0.0372 904.739
1057.02 1156.74 0.0342 904.739
1057.02 1155.64 0.0416 904.739
1057.02 1153.76 0.0415 904.739
1057.02 1153.52 0.0415 904.739
1057.02 1151.7 0.0454 904.739
1057.02 1151.32 0.0432 904.739
1057.02 1151.06 0.0451 904.739
1057.02 1150.92 0.0662 708.663
1057.02 1150.78 0.0449 904.739
1057.02 1150.25 0 1057.02
1057.02 1149.98 0.046 904.739
1057.02 1149.87 0 1057.02
1057.02 1149.84 0.0463 904.739
1057.02 1149.65 0.0734 708.663
1057.02 1148.89 0.032 904.739
1057.02 1147.39 0.0354 904.739
1057.02 1146.4 0.0984 796.25
1057.02 1145.88 0.0963 796.25
1057.02 1144.5 0 1057.02
1057.02 1144.4 0 1057.02
1057.02 1140.14 0 1057.02
1057.02 1140 0 1057.02
1057.02 1139.49 0 1057.02
1057.02 1139.49 0 1057.02
1057.02 1139.3 0.0486 904.739
1057.02 1139.24 0 1057.02
1057.02 1138.79 0.0113 884.297
1057.02 1138.59 0 1057.02
1057.02 1138.5 0.0503 904.739
1057.02 1138.23 0.0098 884.297
1057.02 1136.17 0.0593 904.739
1057.02 1135.71 0.0531 904.739
1057.02 1135.31 0.0554 904.739
1057.02 1135.25 0.06 904.739
1057.02 1135 0.1255 868.908
1057.02 1134.91 0.057 904.739
1057.02 1134.84 0.0567 904.739
1057.02 1134.76 0.0559 904.739
1057.02 1134.61 0.0551 904.739
1057.02 1134.56 0.058 904.739
1057.02 1134.26 0.0574 904.739
1057.02 1133.16 0.062 904.739
1057.02 1132.64 0.0586 904.739
1057.02 1132.52 0.3418 569.625
1057.02 1132.44 0.1155 895.781
1057.02 1132.38 0.129 868.908
1057.02 1131.93 0.1146 895.781
1057.02 1131.67 0.1184 895.781
1057.02 1130.75 0.1197 895.781
1057.02 1128.74 0.0235 884.297
1057.02 1128.7 0.0229 884.297
1057.02 1124.32 0.3599 569.625
1057.02 1120.37 0.1403 730.406
1057.02 1118.95 0.1411 868.908
1057.02 1118.48 0.0224 884.297
1057.02 1116.63 0.1269 895.781
1057.02 1116.45 0.1485 730.406
1057.02 1116.27 0.1469 868.908
1040.48 1116.26 0.14 796.25
1040.48 1115.73 0.1235 895.781
1040.48 1113.53 0.0283 884.297
1040.48 1112.7 0.153 796.25
1040.48 1110.18 0.1211 895.781
1040.48 1109.89 0.1001 681.406
1040.48 1108.2 0.1168 895.781
1040.48 1107.97 0.1042 681.406
1040.48 1105.49 0.1423 712.031
