1033.59 922.505 0.0246 551.25
1033.59 921.572 0.0221 551.25
1033.59 919.875 0.0234 551.25
1033.59 916.188 0.023 551.25
1033.59 904.714 0.5657 447.125
1033.59 904.1 0.5658 447.125
892.719 900.325 0.1147 698.25
892.719 899.338 0.1142 698.25
892.719 898.433 0.1074 585.703
892.719 897.641 0.0218 681.406
826.875 897.383 0.0219 681.406
826.875 897.061 0.1128 585.703
811.563 896.85 0.1148 585.703
811.563 895.541 0.1119 585.703
811.563 894.077 0.1071 558.141
811.563 893.671 0.1096 558.141
811.563 893.269 0.1093 558.141
811.563 892.903 0.1101 558.141
811.563 886.709 0.5985 422.625
811.563 883.919 0.6047 422.625
811.563 880.682 0.1294 585.703
811.563 880.161 0.1332 558.906
811.563 877.173 0.1288 503.016
811.563 875.249 0.1348 503.016
811.563 874.726 0.0907 681.406
811.563 873.794 0.0928 681.406
811.563 872.3 0.1313 503.016
811.563 871.996 0.1229 530.578
811.563 870.843 0.1309 503.016
811.563 870.061 0.1263 503.016
811.563 869.862 0.1274 558.906
811.563 869.754 0.134 585.703
811.563 869.534 0.1282 558.906
811.563 869.254 0.1293 503.016
811.563 866.621 0.1275 503.016
811.563 865.716 0.1282 503.016
811.563 865.514 0.1292 503.016
811.563 865.279 0.1274 503.016
811.563 865.133 0.1327 530.578
811.563 863.932 0.1316 503.016
811.563 853.63 0.0101 613.266
811.563 850.251 0 730.406
811.563 848.598 0.2081 650.781
811.563 848.1 0.2126 650.781
811.563 843.911 0.0099 613.266
811.563 843.074 0.0096 613.266
811.563 837.866 0.2307 503.016
811.563 834.318 0.2397 503.016
811.563 833.864 0 730.406
811.563 830.485 0 730.406
811.563 829.156 0.1494 303.188
811.563 827.576 0.1513 303.188
811.563 823.574 0.0349 520.625
811.563 823.56 0 730.406
811.563 822.125 0.2427 303.188
811.563 821.818 0.2436 303.188
811.563 820.091 0.043 496.125
811.563 819.669 0 730.406
811.563 819.479 0.2485 303.188
811.563 819.073 0.2447 303.188
811.563 818.821 0.2484 303.188
811.563 818.566 0.2506 303.188
811.563 813.329 0.2355 358.313
