1574.55 0 1270.5
1571.7 0 1270.5
1569.71 0 1270.5
1564.95 0 1270.5
1564.7 0 1270.5
1563.27 0 1270.5
1562.98 0 1270.5
1562.69 0 1270.5
1562.37 0 1270.5
1561.76 0 1270.5
1560.74 0 1270.5
1560.69 0 1270.5
1560.61 0 1270.5
1559.14 0 1270.5
1558.09 0 1270.5
1558.04 0 1270.5
1557.97 0 1270.5
1557.94 0 1270.5
1557.62 0 1270.5
1557.59 0 1270.5
1557.51 0 1270.5
1557.38 0 1270.5
1557.16 0 1270.5
1557.09 0 1270.5
1556.48 0 1270.5
1556.47 0 1270.5
1539.23 0 1270.5
1539.02 0 1270.5
1539.01 0 1270.5
1538.36 0 1270.5
