3024.2 0 2362.5
3018.42 0 2362.5
3017.05 0 2362.5
3016.09 0 2362.5
3013.28 0 2362.5
3010.93 0.0085 720
2936.28 0 2362.5
2923.69 0 2362.5
2919.57 0 2362.5
2916.43 0 2362.5
2916.18 0 2362.5
2913.68 0 2362.5
2912.85 0 2362.5
2912.57 0 2362.5
2910.01 0 2362.5
2895.29 0 2362.5
2893.06 0 2362.5
2889.46 0 2362.5
2865.31 0 2362.5
2863.73 0 2362.5
2861.35 0 2362.5
2861.32 0 2362.5
2861.3 0 2362.5
2860.87 0 2362.5
2860.77 0 2362.5
2860.72 0 2362.5
2855.09 0 2362.5
2853.99 0 2362.5
2853.93 0 2362.5
2844.33 0 2362.5
