3598.82 0 3017.44
3596.87 0 3017.44
3595.77 0 3017.44
3595.22 0 3017.44
3594.43 0 3017.44
3594.18 0 3017.44
3593.24 0 3017.44
3591.56 0 3017.44
3591.07 0 3017.44
3587.99 0 3017.44
3587.55 0 3017.44
3586.13 0 3017.44
3533.18 0 3017.44
3532.23 0 3017.44
3528.72 0 3017.44
3528.16 0 3017.44
3526.53 0 3017.44
3525.6 0 3017.44
3523.82 0 3017.44
3523.07 0 3017.44
3521.32 0 3017.44
3521.06 0 3017.44
3520.53 0 3017.44
3519.22 0 3017.44
3519.14 0 3017.44
3518.87 0 3017.44
3518.84 0 3017.44
3517.8 0 3017.44
3516.77 0 3017.44
3515.02 0 3017.44
