975.06 0 708.75
971.939 0 708.75
971.815 0 708.75
969.036 0 708.75
968.989 0 708.75
968.788 0 708.75
968.778 0 708.75
968.021 0 708.75
967.825 0 708.75
966.598 0 708.75
966.027 0 708.75
964.576 0 708.75
963.862 0 708.75
962.894 0 708.75
962.24 0 708.75
962.06 0 708.75
939.144 0 708.75
938.938 0 708.75
934.632 0 708.75
933.792 0 708.75
933.125 0 708.75
931.79 0 708.75
930.5 0 708.75
929.957 0 708.75
922.52 0 708.75
921.998 0 708.75
921.653 0 708.75
921.285 0 708.75
920.807 0 708.75
919.882 0 708.75
